id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,92,84,40.71000700,19.94577900,6,245,151,2,2159,2
2,Dibër,51,41,41.59991200,20.26165100,9,133,75,1,1242,7
3,Durrës,520,504,41.33054100,19.46326500,13,1491,926,3,7199,45
4,Elbasan,248,228,41.11456500,20.08415200,19,536,267,1,2987,21
5,Fier,192,184,40.72902000,19.56091000,7,606,397,1,3860,17
6,Gjirokastër,47,46,40.07869700,20.13633000,1,150,99,0,2352,4
7,Korçe,209,194,40.61812600,20.77752800,15,508,284,0,2324,15
8,Kukës,140,131,42.07545200,20.42317600,8,408,260,1,2276,8
9,Lezhë,267,251,41.78537300,19.64099400,14,588,308,2,3184,13
10,Shkodër,362,351,42.06776800,19.51425000,10,873,472,1,4885,39
11,Tiranë,2366,2313,41.33278100,19.81696400,47,5755,3226,6,35156,163
12,Vlorë,170,166,40.46778700,19.48373700,4,379,203,0,3553,6
