id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,40,30,40.71000700,19.94577900,9,6370,6241,1,14129,89
2,Dibër,340,338,41.59991200,20.26165100,2,2488,2101,0,12176,47
3,Durrës,1160,1138,41.33054100,19.46326500,22,10073,8693,0,29502,220
4,Elbasan,204,192,41.11456500,20.08415200,11,8488,8045,1,19864,239
5,Fier,2295,2277,40.72902000,19.56091000,17,11246,8718,1,20382,233
6,Gjirokastër,1114,1104,40.07869700,20.13633000,10,4657,3486,0,13831,57
7,Korçe,718,706,40.61812600,20.77752800,12,6282,5457,0,17101,107
8,Kukës,294,292,42.07545200,20.42317600,2,2799,2472,0,14344,33
9,Lezhë,44,35,41.78537300,19.64099400,7,6017,5885,2,17452,88
10,Shkodër,931,916,42.06776800,19.51425000,14,7129,6070,1,21269,128
11,Tiranë,19514,19447,41.33278100,19.81696400,61,54546,34064,6,394373,968
12,Vlorë,533,518,40.46778700,19.48373700,14,8864,8209,1,18449,122
