id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,910,886,40.71000700,19.94577900,21,1969,1021,3,5354,38
2,Dibër,352,348,41.59991200,20.26165100,4,775,405,0,4212,18
3,Durrës,1410,1392,41.33054100,19.46326500,18,4048,2525,0,13785,113
4,Elbasan,970,944,41.11456500,20.08415200,24,2915,1848,2,7091,97
5,Fier,1757,1714,40.72902000,19.56091000,37,4057,2215,6,7372,85
6,Gjirokastër,544,529,40.07869700,20.13633000,15,1699,1133,0,5270,22
7,Korçe,1131,1108,40.61812600,20.77752800,22,2961,1766,1,5815,64
8,Kukës,470,459,42.07545200,20.42317600,10,1191,699,1,5754,22
9,Lezhë,871,863,41.78537300,19.64099400,7,2202,1291,1,6864,40
10,Shkodër,1207,1188,42.06776800,19.51425000,18,2859,1588,1,9436,64
11,Tiranë,12327,12117,41.33278100,19.81696400,201,22917,10162,9,144295,428
12,Vlorë,1147,1122,40.46778700,19.48373700,21,2407,1223,4,6848,37
