id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,179,178,40.71000700,19.94577900,1,13511,13160,0,39792,172
2,Dibër,43,43,41.59991200,20.26165100,0,4183,4083,0,37486,57
3,Durrës,331,328,41.33054100,19.46326500,3,20308,19620,0,58923,357
4,Elbasan,134,133,41.11456500,20.08415200,1,16584,16128,0,47186,322
5,Fier,488,484,40.72902000,19.56091000,4,27048,26213,0,46361,347
6,Gjirokastër,129,128,40.07869700,20.13633000,1,11136,10908,0,38040,99
7,Korçe,71,71,40.61812600,20.77752800,0,11380,11154,0,45421,155
8,Kukës,18,17,42.07545200,20.42317600,1,5027,4973,0,39926,36
9,Lezhë,139,138,41.78537300,19.64099400,1,11386,11124,0,42710,123
10,Shkodër,276,273,42.06776800,19.51425000,3,17074,16623,0,46950,175
11,Tiranë,3236,3223,41.33278100,19.81696400,13,127027,122347,0,1371845,1444
12,Vlorë,288,287,40.46778700,19.48373700,1,21067,20556,0,46319,223
