id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,21,21,40.71000700,19.94577900,0,13123,12933,0,36362,169
2,Dibër,3,3,41.59991200,20.26165100,0,4117,4057,0,34121,57
3,Durrës,22,17,41.33054100,19.46326500,4,19651,19272,1,55404,357
4,Elbasan,29,26,41.11456500,20.08415200,2,16271,15920,1,43726,322
5,Fier,173,165,40.72902000,19.56091000,7,25350,24832,1,42819,345
6,Gjirokastër,19,19,40.07869700,20.13633000,0,10702,10587,0,35030,96
7,Korçe,24,24,40.61812600,20.77752800,0,11151,10972,0,41931,155
8,Kukës,81,78,42.07545200,20.42317600,3,4951,4834,0,36611,36
9,Lezhë,49,46,41.78537300,19.64099400,3,11044,10873,0,39370,122
10,Shkodër,82,76,42.06776800,19.51425000,6,16616,16359,0,43513,175
11,Tiranë,288,274,41.33278100,19.81696400,13,119811,118091,1,1307960,1432
12,Vlorë,75,75,40.46778700,19.48373700,0,19834,19540,0,42849,219
