id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,5,5,40.71000700,19.94577900,0,13211,13035,0,38331,171
2,Dibër,0,0,41.59991200,20.26165100,0,4125,4068,0,35891,57
3,Durrës,7,6,41.33054100,19.46326500,1,19731,19367,0,57224,357
4,Elbasan,9,8,41.11456500,20.08415200,1,16374,16043,0,45546,322
5,Fier,37,35,40.72902000,19.56091000,2,25687,25303,0,44539,347
6,Gjirokastër,7,7,40.07869700,20.13633000,0,10840,10737,0,36410,96
7,Korçe,14,14,40.61812600,20.77752800,0,11208,11039,0,43751,155
8,Kukës,5,5,42.07545200,20.42317600,0,5001,4960,0,38331,36
9,Lezhë,1,1,41.78537300,19.64099400,0,11079,10956,0,41090,122
10,Shkodër,10,10,42.06776800,19.51425000,0,16688,16503,0,45330,175
11,Tiranë,239,237,41.33278100,19.81696400,2,120901,119226,0,1334382,1436
12,Vlorë,40,39,40.46778700,19.48373700,1,20210,19948,0,44689,222
