id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,32,30,40.71000700,19.94577900,2,76,43,0,1124,1
2,Dibër,24,24,41.59991200,20.26165100,0,54,28,0,443,2
3,Durrës,259,239,41.33054100,19.46326500,17,790,511,3,4365,20
4,Elbasan,51,43,41.11456500,20.08415200,8,122,66,0,1251,5
5,Fier,79,67,40.72902000,19.56091000,12,234,148,0,2454,7
6,Gjirokastër,29,26,40.07869700,20.13633000,1,54,25,2,1189,0
7,Korçe,63,61,40.61812600,20.77752800,1,138,71,1,903,4
8,Kukës,66,65,42.07545200,20.42317600,1,181,111,0,1181,4
9,Lezhë,84,74,41.78537300,19.64099400,8,237,151,2,1776,2
10,Shkodër,205,198,42.06776800,19.51425000,5,538,309,2,3004,24
11,Tiranë,1164,1108,41.33278100,19.81696400,48,2567,1322,8,16825,81
12,Vlorë,104,101,40.46778700,19.48373700,3,206,98,0,1978,4
