id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,393,385,40.71000700,19.94577900,8,9858,9326,0,27302,139
2,Dibër,65,61,41.59991200,20.26165100,4,3380,3260,0,25091,55
3,Durrës,349,335,41.33054100,19.46326500,12,15120,14468,2,46344,303
4,Elbasan,292,282,41.11456500,20.08415200,8,12336,11750,2,34656,294
5,Fier,679,657,40.72902000,19.56091000,18,18765,17781,4,33759,305
6,Gjirokastër,531,518,40.07869700,20.13633000,13,7113,6502,0,25970,80
7,Korçe,1756,151,40.61812600,20.77752800,5,8906,85605,0,32871,145
8,Kukës,48,34,42.07545200,20.42317600,13,4180,4096,1,27551,36
9,Lezhë,136,127,41.78537300,19.64099400,9,8905,8635,0,30360,116
10,Shkodër,462,453,42.06776800,19.51425000,9,13052,12421,0,34453,169
11,Tiranë,3373,3340,41.33278100,19.81696400,30,84271,79625,3,1046487,1273
12,Vlorë,210,151,40.46778700,19.48373700,5,14287,138691,0,30805,186
