id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,519,507,40.71000700,19.94577900,12,1016,483,0,4444,14
2,Dibër,148,139,41.59991200,20.26165100,8,384,223,1,3302,13
3,Durrës,1176,1157,41.33054100,19.46326500,19,2763,1518,0,11705,69
4,Elbasan,761,708,41.11456500,20.08415200,51,1743,920,2,5791,62
5,Fier,1178,1147,40.72902000,19.56091000,29,2208,987,2,6310,43
6,Gjirokastër,463,453,40.07869700,20.13633000,10,862,390,0,4308,9
7,Korçe,903,866,40.61812600,20.77752800,36,1843,893,1,4645,47
8,Kukës,353,340,42.07545200,20.42317600,13,790,419,0,4584,18
9,Lezhë,671,664,41.78537300,19.64099400,7,1338,637,0,5564,30
10,Shkodër,841,809,42.06776800,19.51425000,32,1706,812,0,7958,53
11,Tiranë,7671,7486,41.33278100,19.81696400,180,14813,6857,5,96929,285
12,Vlorë,717,701,40.46778700,19.48373700,16,1157,426,0,5678,14
