id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,261,253,40.71000700,19.94577900,8,10114,9706,0,28052,147
2,Dibër,49,49,41.59991200,20.26165100,0,3430,3326,0,25841,55
3,Durrës,346,333,41.33054100,19.46326500,11,15422,14766,2,47094,310
4,Elbasan,278,269,41.11456500,20.08415200,7,12553,11978,2,35406,297
5,Fier,645,623,40.72902000,19.56091000,19,19430,18470,3,34509,315
6,Gjirokastër,478,474,40.07869700,20.13633000,4,7397,6835,0,26720,84
7,Korçe,101,96,40.61812600,20.77752800,5,9032,8785,0,33621,146
8,Kukës,57,50,42.07545200,20.42317600,7,4232,4139,0,28301,36
9,Lezhë,121,110,41.78537300,19.64099400,11,9062,8824,0,31110,117
10,Shkodër,360,351,42.06776800,19.51425000,9,13183,12654,0,35203,169
11,Tiranë,2568,2534,41.33278100,19.81696400,30,86457,82597,4,1073572,1292
12,Vlorë,210,207,40.46778700,19.48373700,3,14616,14218,0,31555,188
