id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,31,31,40.71000700,19.94577900,0,13115,12915,0,36162,169
2,Dibër,4,4,41.59991200,20.26165100,0,4116,4055,0,33921,57
3,Durrës,25,20,41.33054100,19.46326500,4,19631,19249,1,55204,357
4,Elbasan,95,87,41.11456500,20.08415200,7,16262,15845,1,43526,322
5,Fier,201,194,40.72902000,19.56091000,6,25313,24767,1,42619,345
6,Gjirokastër,38,38,40.07869700,20.13633000,0,10688,10554,0,34830,96
7,Korçe,36,36,40.61812600,20.77752800,0,11144,10953,0,41731,155
8,Kukës,94,94,42.07545200,20.42317600,0,4942,4812,0,36411,36
9,Lezhë,184,180,41.78537300,19.64099400,4,11035,10729,0,39170,122
10,Shkodër,81,75,42.06776800,19.51425000,6,16605,16350,0,43313,174
11,Tiranë,328,314,41.33278100,19.81696400,11,119702,117943,3,1305224,1431
12,Vlorë,65,65,40.46778700,19.48373700,0,19784,19500,0,42649,219
