id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,421,413,40.71000700,19.94577900,8,7329,6806,0,22952,102
2,Dibër,206,206,41.59991200,20.26165100,0,2810,2554,0,21291,50
3,Durrës,1025,1008,41.33054100,19.46326500,17,11683,10414,0,42044,244
4,Elbasan,605,594,41.11456500,20.08415200,11,9771,8907,0,30306,259
5,Fier,860,848,40.72902000,19.56091000,12,13063,11959,0,29409,244
6,Gjirokastër,299,294,40.07869700,20.13633000,5,5381,5018,0,22230,64
7,Korçe,307,301,40.61812600,20.77752800,6,7269,6842,0,28421,120
8,Kukës,232,231,42.07545200,20.42317600,1,3247,2981,0,23206,34
9,Lezhë,778,769,41.78537300,19.64099400,9,7307,6435,0,26010,94
10,Shkodër,1999,1994,42.06776800,19.51425000,5,10364,8213,0,30107,152
11,Tiranë,4375,4330,41.33278100,19.81696400,45,61932,56545,0,775463,1012
12,Vlorë,896,883,40.46778700,19.48373700,13,10841,9805,0,26451,140
