id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,367,354,40.71000700,19.94577900,12,792,415,1,4129,10
2,Dibër,125,119,41.59991200,20.26165100,5,315,178,1,2987,12
3,Durrës,1037,1013,41.33054100,19.46326500,23,2448,1348,1,10985,63
4,Elbasan,624,577,41.11456500,20.08415200,45,1412,738,2,5341,50
5,Fier,949,921,40.72902000,19.56091000,27,1813,827,1,5950,37
6,Gjirokastër,322,317,40.07869700,20.13633000,5,564,235,0,3975,7
7,Korçe,758,716,40.61812600,20.77752800,41,1528,729,1,4240,41
8,Kukës,300,284,42.07545200,20.42317600,16,691,373,0,4179,18
9,Lezhë,559,553,41.78537300,19.64099400,5,1111,525,1,5114,27
10,Shkodër,743,730,42.06776800,19.51425000,13,1499,708,0,7454,48
11,Tiranë,6034,5876,41.33278100,19.81696400,151,12213,5925,7,79778,254
12,Vlorë,544,535,40.46778700,19.48373700,9,908,352,0,5273,12
