id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,100,100,40.71000700,19.94577900,0,13100,12832,0,36002,168
2,Dibër,5,5,41.59991200,20.26165100,0,4115,4053,0,33791,57
3,Durrës,25,18,41.33054100,19.46326500,6,19622,19241,1,55044,356
4,Elbasan,139,131,41.11456500,20.08415200,7,16245,15784,1,43366,322
5,Fier,273,266,40.72902000,19.56091000,6,25261,24644,1,42459,344
6,Gjirokastër,58,58,40.07869700,20.13633000,0,10668,10514,0,34670,96
7,Korçe,41,41,40.61812600,20.77752800,0,11136,10940,0,41571,155
8,Kukës,108,108,42.07545200,20.42317600,0,4932,4788,0,36251,36
9,Lezhë,185,185,41.78537300,19.64099400,0,11021,10714,0,39010,122
10,Shkodër,88,81,42.06776800,19.51425000,7,16597,16335,0,43153,174
11,Tiranë,469,455,41.33278100,19.81696400,12,119592,117694,2,1301730,1429
12,Vlorë,103,103,40.46778700,19.48373700,0,19741,19419,0,42505,219
