id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,2,2,40.71000700,19.94577900,0,13228,13055,0,38942,171
2,Dibër,2,2,41.59991200,20.26165100,0,4127,4068,0,36636,57
3,Durrës,3,1,41.33054100,19.46326500,2,19753,19393,0,58004,357
4,Elbasan,9,9,41.11456500,20.08415200,0,16400,16069,0,46336,322
5,Fier,13,13,40.72902000,19.56091000,0,25829,25469,0,45449,347
6,Gjirokastër,15,15,40.07869700,20.13633000,0,10871,10759,0,37190,97
7,Korçe,18,18,40.61812600,20.77752800,0,11247,11074,0,44571,155
8,Kukës,0,0,42.07545200,20.42317600,0,5002,4966,0,39076,36
9,Lezhë,6,6,41.78537300,19.64099400,0,11094,10966,0,41860,122
10,Shkodër,13,13,42.06776800,19.51425000,0,16717,16529,0,46100,175
11,Tiranë,165,163,41.33278100,19.81696400,2,121372,119771,0,1344781,1436
12,Vlorë,14,14,40.46778700,19.48373700,0,20299,20063,0,45469,222
