id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,35,34,40.71000700,19.94577900,1,6686,6553,0,17791,98
2,Dibër,3,3,41.59991200,20.26165100,0,2510,2459,0,15998,48
3,Durrës,4,2,41.33054100,19.46326500,1,10240,10002,1,33894,234
4,Elbasan,18,13,41.11456500,20.08415200,4,8715,8445,1,25246,252
5,Fier,4,2,40.72902000,19.56091000,2,11545,11299,0,24299,242
6,Gjirokastër,11,11,40.07869700,20.13633000,0,4876,4802,0,17163,63
7,Korçe,41,40,40.61812600,20.77752800,1,6762,6603,0,21753,118
8,Kukës,4,4,42.07545200,20.42317600,0,2870,2832,0,17896,34
9,Lezhë,25,25,41.78537300,19.64099400,0,6175,6059,0,21310,91
10,Shkodër,60,60,42.06776800,19.51425000,0,7462,7255,0,24567,147
11,Tiranë,80,64,41.33278100,19.81696400,13,55417,54341,3,495279,996
12,Vlorë,11,10,40.46778700,19.48373700,1,9116,8977,0,22091,128
