id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,679,642,40.71000700,19.94577900,34,4976,4216,3,10024,81
2,Dibër,355,343,41.59991200,20.26165100,11,2321,1923,1,8608,43
3,Durrës,1623,1538,41.33054100,19.46326500,79,9010,7210,6,23835,177
4,Elbasan,847,761,41.11456500,20.08415200,84,7170,6134,2,14625,189
5,Fier,2602,2534,40.72902000,19.56091000,62,9718,6946,6,15242,170
6,Gjirokastër,1164,1149,40.07869700,20.13633000,14,3731,2525,1,10323,42
7,Korçe,897,885,40.61812600,20.77752800,12,4846,3860,0,12375,89
8,Kukës,327,324,42.07545200,20.42317600,2,2373,2013,1,10629,33
9,Lezhë,775,758,41.78537300,19.64099400,17,5115,4257,0,12759,83
10,Shkodër,1360,1325,42.06776800,19.51425000,34,5664,4212,1,16684,92
11,Tiranë,23361,23165,41.33278100,19.81696400,184,48651,24479,12,329251,811
12,Vlorë,1804,1732,40.46778700,19.48373700,68,7726,5835,4,13702,87
