id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,510,487,40.71000700,19.94577900,21,1143,615,2,4619,18
2,Dibër,150,145,41.59991200,20.26165100,4,419,253,1,3477,16
3,Durrës,1246,1210,41.33054100,19.46326500,34,2974,1651,2,12105,77
4,Elbasan,795,749,41.11456500,20.08415200,45,1958,1095,1,6041,68
5,Fier,1333,1305,40.72902000,19.56091000,26,2574,1189,2,6510,52
6,Gjirokastër,474,457,40.07869700,20.13633000,16,1060,575,1,4493,11
7,Korçe,951,925,40.61812600,20.77752800,26,2063,1057,0,4870,55
8,Kukës,362,352,42.07545200,20.42317600,10,848,467,0,4809,19
9,Lezhë,673,665,41.78537300,19.64099400,7,1488,781,1,5814,34
10,Shkodër,875,856,42.06776800,19.51425000,19,1849,917,0,8238,57
11,Tiranë,8703,8492,41.33278100,19.81696400,202,16566,7553,9,106427,310
12,Vlorë,827,801,40.46778700,19.48373700,24,1358,513,2,5903,18
