id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,7,7,40.71000700,19.94577900,0,13242,13064,0,39192,171
2,Dibër,4,3,41.59991200,20.26165100,1,4134,4073,0,36886,57
3,Durrës,20,20,41.33054100,19.46326500,0,19813,19436,0,58283,357
4,Elbasan,11,11,41.11456500,20.08415200,0,16418,16085,0,46586,322
5,Fier,42,42,40.72902000,19.56091000,0,26066,25677,0,45761,347
6,Gjirokastër,8,6,40.07869700,20.13633000,2,10910,10805,0,37440,97
7,Korçe,14,14,40.61812600,20.77752800,0,11280,11111,0,44821,155
8,Kukës,1,1,42.07545200,20.42317600,0,5004,4967,0,39326,36
9,Lezhë,15,15,41.78537300,19.64099400,0,11133,10996,0,42110,122
10,Shkodër,7,7,42.06776800,19.51425000,0,16732,16550,0,46350,175
11,Tiranë,653,647,41.33278100,19.81696400,6,122482,120393,0,1356801,1436
12,Vlorë,47,47,40.46778700,19.48373700,0,20449,20180,0,45719,222
