id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,292,284,40.71000700,19.94577900,7,8335,7934,1,24552,109
2,Dibër,157,156,41.59991200,20.26165100,1,3178,2969,0,22891,52
3,Durrës,910,887,41.33054100,19.46326500,20,13599,12417,3,43644,272
4,Elbasan,430,411,41.11456500,20.08415200,16,10982,10273,3,31906,279
5,Fier,736,717,40.72902000,19.56091000,14,15641,14639,5,31009,266
6,Gjirokastër,242,237,40.07869700,20.13633000,5,5967,5654,0,23320,71
7,Korçe,167,160,40.61812600,20.77752800,5,7973,7683,2,30121,123
8,Kukës,208,200,42.07545200,20.42317600,7,3811,3569,1,24806,34
9,Lezhë,288,277,41.78537300,19.64099400,11,8230,7834,0,27610,108
10,Shkodër,614,603,42.06776800,19.51425000,11,12182,11407,0,31707,161
11,Tiranë,3443,3398,41.33278100,19.81696400,40,71243,66685,5,908447,1115
12,Vlorë,472,462,40.46778700,19.48373700,9,12582,11954,1,28051,156
