id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,175,169,40.71000700,19.94577900,6,8555,8260,0,25252,120
2,Dibër,67,67,41.59991200,20.26165100,0,3214,3095,0,23641,52
3,Durrës,744,725,41.33054100,19.46326500,17,13977,12952,2,44294,281
4,Elbasan,237,224,41.11456500,20.08415200,10,11294,10774,3,32606,283
5,Fier,778,762,40.72902000,19.56091000,13,16487,15432,3,31709,277
6,Gjirokastër,181,180,40.07869700,20.13633000,1,6140,5885,0,24020,74
7,Korçe,185,179,40.61812600,20.77752800,5,8201,7887,1,30821,129
8,Kukës,136,128,42.07545200,20.42317600,8,3946,3775,0,25506,35
9,Lezhë,172,160,41.78537300,19.64099400,12,8395,8110,0,28310,113
10,Shkodër,446,435,42.06776800,19.51425000,10,12392,11784,1,32407,162
11,Tiranë,3208,3171,41.33278100,19.81696400,32,74534,70169,5,945895,1157
12,Vlorë,115,107,40.46778700,19.48373700,8,12894,12607,0,28751,172
