id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,37,36,40.71000700,19.94577900,1,6682,6547,0,17591,98
2,Dibër,4,4,41.59991200,20.26165100,0,2509,2457,0,15798,48
3,Durrës,7,5,41.33054100,19.46326500,2,10240,9999,0,33694,234
4,Elbasan,27,20,41.11456500,20.08415200,5,8715,8436,2,25036,252
5,Fier,4,0,40.72902000,19.56091000,3,11545,11299,1,24099,242
6,Gjirokastër,14,14,40.07869700,20.13633000,0,4875,4798,0,16963,63
7,Korçe,66,64,40.61812600,20.77752800,1,6760,6576,1,21553,118
8,Kukës,6,6,42.07545200,20.42317600,0,2870,2830,0,17696,34
9,Lezhë,27,27,41.78537300,19.64099400,0,6173,6055,0,21110,91
10,Shkodër,61,60,42.06776800,19.51425000,1,7452,7244,0,24367,147
11,Tiranë,143,124,41.33278100,19.81696400,16,55401,54262,3,484580,996
12,Vlorë,17,16,40.46778700,19.48373700,1,9115,8970,0,21891,128
