id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,35,34,40.71000700,19.94577900,1,6687,6554,0,17841,98
2,Dibër,2,2,41.59991200,20.26165100,0,2510,2460,0,16048,48
3,Durrës,4,2,41.33054100,19.46326500,1,10240,10002,1,33944,234
4,Elbasan,16,11,41.11456500,20.08415200,4,8715,8447,1,25296,252
5,Fier,4,2,40.72902000,19.56091000,2,11545,11299,0,24349,242
6,Gjirokastër,10,10,40.07869700,20.13633000,0,4876,4803,0,17213,63
7,Korçe,33,32,40.61812600,20.77752800,1,6762,6611,0,21803,118
8,Kukës,4,4,42.07545200,20.42317600,0,2870,2832,0,17946,34
9,Lezhë,25,25,41.78537300,19.64099400,0,6177,6061,0,21360,91
10,Shkodër,55,55,42.06776800,19.51425000,0,7463,7261,0,24617,147
11,Tiranë,65,49,41.33278100,19.81696400,13,55418,54357,3,496610,996
12,Vlorë,11,10,40.46778700,19.48373700,1,9116,8977,0,22141,128
