id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,354,346,40.71000700,19.94577900,8,8163,7700,0,24202,109
2,Dibër,186,186,41.59991200,20.26165100,0,3119,2882,0,22541,51
3,Durrës,1025,1003,41.33054100,19.46326500,20,13335,12044,2,43294,266
4,Elbasan,517,498,41.11456500,20.08415200,17,10777,9985,2,31556,275
5,Fier,888,872,40.72902000,19.56091000,14,15243,14091,2,30659,264
6,Gjirokastër,233,230,40.07869700,20.13633000,3,5846,5545,0,22970,68
7,Korçe,259,254,40.61812600,20.77752800,5,7872,7491,0,29771,122
8,Kukës,206,199,42.07545200,20.42317600,7,3713,3473,0,24456,34
9,Lezhë,365,354,41.78537300,19.64099400,11,8123,7652,0,27260,106
10,Shkodër,832,820,42.06776800,19.51425000,11,11999,11008,1,31357,159
11,Tiranë,4389,4342,41.33278100,19.81696400,39,69613,64132,8,886949,1092
12,Vlorë,569,561,40.46778700,19.48373700,8,12328,11607,0,27701,152
