id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,638,621,40.71000700,19.94577900,15,12639,11838,2,34252,163
2,Dibër,79,79,41.59991200,20.26165100,0,4081,3945,0,32041,57
3,Durrës,298,283,41.33054100,19.46326500,13,19291,18650,2,53294,343
4,Elbasan,796,787,41.11456500,20.08415200,7,15873,14761,2,41616,316
5,Fier,1547,1529,40.72902000,19.56091000,16,24566,22679,2,40709,340
6,Gjirokastër,811,807,40.07869700,20.13633000,4,10308,9404,0,32920,93
7,Korçe,428,420,40.61812600,20.77752800,6,10971,10392,2,39821,151
8,Kukës,255,252,42.07545200,20.42317600,3,4835,4544,0,34501,36
9,Lezhë,487,484,41.78537300,19.64099400,3,10850,10245,0,37310,118
10,Shkodër,1175,1163,42.06776800,19.51425000,10,16330,14983,2,41403,172
11,Tiranë,4459,4428,41.33278100,19.81696400,28,116967,111117,3,1270258,1391
12,Vlorë,921,911,40.46778700,19.48373700,10,19005,17871,0,40755,213
