id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,11,11,40.71000700,19.94577900,0,13255,13073,0,39312,171
2,Dibër,8,7,41.59991200,20.26165100,1,4139,4074,0,37006,57
3,Durrës,54,53,41.33054100,19.46326500,1,19850,19439,0,58403,357
4,Elbasan,22,22,41.11456500,20.08415200,0,16430,16086,0,46706,322
5,Fier,122,122,40.72902000,19.56091000,0,26193,25724,0,45881,347
6,Gjirokastër,39,37,40.07869700,20.13633000,2,10945,10809,0,37560,97
7,Korçe,19,18,40.61812600,20.77752800,1,11290,11116,0,44941,155
8,Kukës,3,3,42.07545200,20.42317600,0,5006,4967,0,39446,36
9,Lezhë,46,46,41.78537300,19.64099400,0,11172,11004,0,42230,122
10,Shkodër,27,27,42.06776800,19.51425000,0,16752,16550,0,46470,175
11,Tiranë,1203,1193,41.33278100,19.81696400,10,123233,120594,0,1359574,1436
12,Vlorë,90,90,40.46778700,19.48373700,0,20528,20216,0,45839,222
