id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,444,435,40.71000700,19.94577900,9,12914,12304,0,35052,166
2,Dibër,45,45,41.59991200,20.26165100,0,4104,4002,0,32841,57
3,Durrës,220,210,41.33054100,19.46326500,8,19505,18933,2,54094,352
4,Elbasan,528,519,41.11456500,20.08415200,7,16078,15232,2,42416,318
5,Fier,895,884,40.72902000,19.56091000,11,24965,23727,0,41509,343
6,Gjirokastër,299,299,40.07869700,20.13633000,0,10544,10151,0,33720,94
7,Korçe,182,180,40.61812600,20.77752800,0,11068,10733,2,40621,153
8,Kukës,172,169,42.07545200,20.42317600,3,4879,4671,0,35301,36
9,Lezhë,330,330,41.78537300,19.64099400,0,10938,10487,0,38110,121
10,Shkodër,328,316,42.06776800,19.51425000,10,16525,16025,2,42203,172
11,Tiranë,2158,2134,41.33278100,19.81696400,20,118636,115074,4,1284793,1404
12,Vlorë,569,558,40.46778700,19.48373700,11,19445,18660,0,41555,216
