id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,224,215,40.71000700,19.94577900,9,534,305,0,3564,5
2,Dibër,97,92,41.59991200,20.26165100,5,259,151,0,2477,11
3,Durrës,730,707,41.33054100,19.46326500,20,2015,1231,3,9545,54
4,Elbasan,344,317,41.11456500,20.08415200,25,996,616,2,4441,36
5,Fier,503,473,40.72902000,19.56091000,27,1257,729,3,5170,25
6,Gjirokastër,96,91,40.07869700,20.13633000,5,300,198,0,3402,6
7,Korçe,471,447,40.61812600,20.77752800,23,1061,564,1,3430,26
8,Kukës,178,164,42.07545200,20.42317600,14,534,342,0,3369,14
9,Lezhë,373,367,41.78537300,19.64099400,5,861,465,1,4489,23
10,Shkodër,493,483,42.06776800,19.51425000,9,1194,654,1,6464,47
11,Tiranë,3805,3704,41.33278100,19.81696400,98,8914,4897,3,58969,212
12,Vlorë,307,301,40.46778700,19.48373700,5,631,314,1,4662,10
