id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,108,102,40.71000700,19.94577900,5,291,181,1,2435,2
2,Dibër,104,91,41.59991200,20.26165100,13,191,79,0,1542,8
3,Durrës,587,568,41.33054100,19.46326500,15,1639,1006,4,7850,46
4,Elbasan,309,292,41.11456500,20.08415200,17,673,338,0,3431,26
5,Fier,250,237,40.72902000,19.56091000,9,727,457,4,4124,20
6,Gjirokastër,75,73,40.07869700,20.13633000,2,196,117,0,2557,4
7,Korçe,240,223,40.61812600,20.77752800,17,605,346,0,2574,19
8,Kukës,154,145,42.07545200,20.42317600,8,451,287,1,2505,10
9,Lezhë,298,298,41.78537300,19.64099400,16,663,349,0,3477,16
10,Shkodër,386,377,42.06776800,19.51425000,7,953,527,2,5353,40
11,Tiranë,2637,2581,41.33278100,19.81696400,51,6430,3614,5,41514,179
12,Vlorë,200,195,40.46778700,19.48373700,4,440,233,1,3793,7
