id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,381,375,40.71000700,19.94577900,5,9231,8716,1,26352,134
2,Dibër,75,73,41.59991200,20.26165100,2,3316,3188,0,24141,53
3,Durrës,419,400,41.33054100,19.46326500,16,14597,13887,3,45394,291
4,Elbasan,341,328,41.11456500,20.08415200,11,11913,11281,2,33706,291
5,Fier,847,826,40.72902000,19.56091000,18,17802,16667,3,32809,288
6,Gjirokastër,411,400,40.07869700,20.13633000,9,6658,6169,2,25020,78
7,Korçe,232,222,40.61812600,20.77752800,8,8618,8248,2,31921,138
8,Kukës,77,65,42.07545200,20.42317600,10,4110,3998,2,26601,35
9,Lezhë,188,177,41.78537300,19.64099400,9,8706,8403,2,29410,115
10,Shkodër,458,445,42.06776800,19.51425000,12,12789,12165,1,33507,166
11,Tiranë,4455,4419,41.33278100,19.81696400,29,80479,74812,7,1005616,1212
12,Vlorë,459,448,40.46778700,19.48373700,10,13794,13153,1,29851,182
