id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,29,29,40.71000700,19.94577900,0,13116,12918,0,36262,169
2,Dibër,5,5,41.59991200,20.26165100,0,4117,4055,0,34021,57
3,Durrës,27,22,41.33054100,19.46326500,4,19638,19254,1,55304,357
4,Elbasan,60,52,41.11456500,20.08415200,7,16267,15885,1,43626,322
5,Fier,197,190,40.72902000,19.56091000,6,25331,24789,1,42719,345
6,Gjirokastër,28,28,40.07869700,20.13633000,0,10697,10573,0,34930,96
7,Korçe,28,28,40.61812600,20.77752800,0,11149,10966,0,41831,155
8,Kukës,93,93,42.07545200,20.42317600,0,4947,4818,0,36511,36
9,Lezhë,188,185,41.78537300,19.64099400,3,11039,10729,0,39270,122
10,Shkodër,86,80,42.06776800,19.51425000,6,16613,16353,0,43413,174
11,Tiranë,317,302,41.33278100,19.81696400,13,119764,118015,2,1306550,1432
12,Vlorë,61,61,40.46778700,19.48373700,0,19801,19521,0,42749,219
