id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,3,3,40.71000700,19.94577900,0,15781,15602,0,44702,176
2,Dibër,10,10,41.59991200,20.26165100,0,4795,4728,0,42396,57
3,Durrës,14,14,41.33054100,19.46326500,0,24129,23749,0,63833,366
4,Elbasan,34,34,41.11456500,20.08415200,0,18419,18060,0,52097,325
5,Fier,19,19,40.72902000,19.56091000,0,33060,32687,0,51271,354
6,Gjirokastër,11,11,40.07869700,20.13633000,0,12724,12612,0,42970,101
7,Korçe,4,4,40.61812600,20.77752800,0,13265,13101,0,50321,160
8,Kukës,1,1,42.07545200,20.42317600,0,5394,5356,0,44826,37
9,Lezhë,12,12,41.78537300,19.64099400,0,12859,12722,0,47620,125
10,Shkodër,17,17,42.06776800,19.51425000,0,19182,18988,0,51890,177
11,Tiranë,236,232,41.33278100,19.81696400,4,146535,144813,0,1441294,1486
12,Vlorë,19,19,40.46778700,19.48373700,0,25083,24839,0,51229,225
