id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,17,17,40.71000700,19.94577900,0,13140,12953,0,36582,170
2,Dibër,6,6,41.59991200,20.26165100,0,4121,4058,0,34311,57
3,Durrës,14,9,41.33054100,19.46326500,4,19664,19293,1,55634,357
4,Elbasan,29,26,41.11456500,20.08415200,2,16299,15948,1,43956,322
5,Fier,100,90,40.72902000,19.56091000,8,25418,24973,2,43049,345
6,Gjirokastër,25,25,40.07869700,20.13633000,0,10736,10615,0,35250,96
7,Korçe,16,16,40.61812600,20.77752800,0,11160,10989,0,42161,155
8,Kukës,19,17,42.07545200,20.42317600,2,4968,4913,0,36831,36
9,Lezhë,9,9,41.78537300,19.64099400,0,11055,10924,0,39590,122
10,Shkodër,15,15,42.06776800,19.51425000,0,16627,16437,0,43740,175
11,Tiranë,274,262,41.33278100,19.81696400,11,120002,118295,1,1314351,1433
12,Vlorë,79,79,40.46778700,19.48373700,0,19920,19621,0,43099,220
