id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,957,922,40.71000700,19.94577900,32,4661,3635,3,9539,69
2,Dibër,371,363,41.59991200,20.26165100,6,2252,1841,2,8154,40
3,Durrës,1673,1592,41.33054100,19.46326500,73,8586,6741,8,22900,172
4,Elbasan,887,824,41.11456500,20.08415200,60,6714,5651,3,13760,176
5,Fier,2651,2568,40.72902000,19.56091000,73,9331,6528,10,14427,152
6,Gjirokastër,1028,1012,40.07869700,20.13633000,14,3387,2320,2,9849,39
7,Korçe,903,893,40.61812600,20.77752800,9,4590,3604,1,11590,83
8,Kukës,353,350,42.07545200,20.42317600,2,2271,1886,1,10189,32
9,Lezhë,846,829,41.78537300,19.64099400,17,4866,3943,0,12139,77
10,Shkodër,1363,1337,42.06776800,19.51425000,24,5366,3919,2,15894,84
11,Tiranë,22643,22431,41.33278100,19.81696400,202,45900,22509,10,313213,748
12,Vlorë,1791,1720,40.46778700,19.48373700,67,7305,5430,4,12970,84
