id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,2,2,40.71000700,19.94577900,0,13232,13059,0,39122,171
2,Dibër,0,0,41.59991200,20.26165100,0,4130,4073,0,36816,57
3,Durrës,8,8,41.33054100,19.46326500,0,19781,19416,0,58224,357
4,Elbasan,4,4,41.11456500,20.08415200,0,16408,16082,0,46516,322
5,Fier,52,52,40.72902000,19.56091000,0,25981,25582,0,45677,347
6,Gjirokastër,4,4,40.07869700,20.13633000,0,10897,10796,0,37370,97
7,Korçe,7,7,40.61812600,20.77752800,0,11263,11101,0,44751,155
8,Kukës,0,0,42.07545200,20.42317600,0,5003,4967,0,39256,36
9,Lezhë,1,1,41.78537300,19.64099400,0,11099,10976,0,42040,122
10,Shkodër,7,7,42.06776800,19.51425000,0,16724,16542,0,46280,175
11,Tiranë,233,230,41.33278100,19.81696400,3,121846,120177,0,1353429,1436
12,Vlorë,23,23,40.46778700,19.48373700,0,20367,20122,0,45649,222
