id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,0,0,40.71000700,19.94577900,0,6697,6597,0,19841,100
2,Dibër,0,0,41.59991200,20.26165100,0,2513,2465,0,18048,48
3,Durrës,10,9,41.33054100,19.46326500,1,10262,10018,0,35944,234
4,Elbasan,11,9,41.11456500,20.08415200,2,8739,8476,0,27296,252
5,Fier,11,11,40.72902000,19.56091000,0,11559,11306,0,26349,242
6,Gjirokastër,2,2,40.07869700,20.13633000,0,4885,4819,0,19213,64
7,Korçe,6,7,40.61812600,20.77752800,0,6776,6652,0,23803,118
8,Kukës,2,2,42.07545200,20.42317600,0,2874,2838,0,19946,34
9,Lezhë,7,7,41.78537300,19.64099400,0,6191,6093,0,23360,91
10,Shkodër,13,13,42.06776800,19.51425000,0,7505,7345,0,26617,147
11,Tiranë,51,49,41.33278100,19.81696400,2,55519,54471,0,587337,997
12,Vlorë,11,11,40.46778700,19.48373700,0,9127,8987,0,24141,129
