id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,225,224,40.71000700,19.94577900,1,13627,13230,0,39942,172
2,Dibër,69,69,41.59991200,20.26165100,0,4211,4085,0,37636,57
3,Durrës,430,426,41.33054100,19.46326500,4,20496,19709,0,59073,357
4,Elbasan,211,210,41.11456500,20.08415200,1,16674,16141,0,47336,322
5,Fier,427,421,40.72902000,19.56091000,6,27304,26530,0,46511,347
6,Gjirokastër,170,169,40.07869700,20.13633000,1,11216,10947,0,38190,99
7,Korçe,94,94,40.61812600,20.77752800,0,11423,11174,0,45571,155
8,Kukës,30,29,42.07545200,20.42317600,1,5045,4979,0,40076,36
9,Lezhë,142,141,41.78537300,19.64099400,1,11461,11195,0,42860,124
10,Shkodër,246,243,42.06776800,19.51425000,3,17150,16729,0,47100,175
11,Tiranë,3630,3615,41.33278100,19.81696400,15,128093,123016,0,1375427,1447
12,Vlorë,356,355,40.46778700,19.48373700,1,21284,20705,0,46469,223
