id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,427,419,40.71000700,19.94577900,7,7380,6851,1,23052,102
2,Dibër,218,218,41.59991200,20.26165100,0,2832,2564,0,21391,50
3,Durrës,1068,1050,41.33054100,19.46326500,15,11773,10461,3,42144,244
4,Elbasan,612,598,41.11456500,20.08415200,12,9828,8956,2,30406,260
5,Fier,945,932,40.72902000,19.56091000,10,13259,12068,3,29509,246
6,Gjirokastër,259,252,40.07869700,20.13633000,7,5400,5077,0,22330,64
7,Korçe,315,305,40.61812600,20.77752800,10,7307,6872,0,28521,120
8,Kukës,235,232,42.07545200,20.42317600,3,3268,2999,0,23306,34
9,Lezhë,799,789,41.78537300,19.64099400,9,7366,6472,1,26110,95
10,Shkodër,1785,1780,42.06776800,19.51425000,5,10452,8514,0,30207,153
11,Tiranë,4571,4522,41.33278100,19.81696400,45,62429,56843,4,785898,1015
12,Vlorë,895,880,40.46778700,19.48373700,14,10945,9910,1,26551,140
