id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,51,51,40.71000700,19.94577900,0,15736,15509,0,44292,176
2,Dibër,30,30,41.59991200,20.26165100,0,4758,4671,0,41986,57
3,Durrës,134,133,41.33054100,19.46326500,1,24059,23559,0,63423,366
4,Elbasan,126,123,41.11456500,20.08415200,3,18387,17936,0,51687,325
5,Fier,81,81,40.72902000,19.56091000,0,32913,32478,0,50861,354
6,Gjirokastër,61,61,40.07869700,20.13633000,0,12645,12483,0,42550,101
7,Korçe,44,44,40.61812600,20.77752800,0,13217,13014,0,49921,159
8,Kukës,2,2,42.07545200,20.42317600,0,5382,5343,0,44416,37
9,Lezhë,29,29,41.78537300,19.64099400,0,12815,12661,0,47210,125
10,Shkodër,167,167,42.06776800,19.51425000,0,19105,18761,0,51480,177
11,Tiranë,700,692,41.33278100,19.81696400,8,145945,143762,0,1431731,1483
12,Vlorë,88,85,40.46778700,19.48373700,3,24928,24615,0,50819,225
