id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,57,50,40.71000700,19.94577900,6,115,57,1,1415,1
2,Dibër,34,33,41.59991200,20.26165100,1,77,40,0,599,3
3,Durrës,434,408,41.33054100,19.46326500,21,1060,595,5,5293,31
4,Elbasan,94,91,41.11456500,20.08415200,3,206,103,0,1704,9
5,Fier,146,134,40.72902000,19.56091000,11,367,211,1,2895,10
6,Gjirokastër,34,31,40.07869700,20.13633000,3,83,46,0,1453,3
7,Korçe,126,121,40.61812600,20.77752800,5,244,110,0,1290,8
8,Kukës,102,99,42.07545200,20.42317600,3,262,155,0,1510,5
9,Lezhë,126,124,41.78537300,19.64099400,1,322,190,1,2153,6
10,Shkodër,285,285,42.06776800,19.51425000,0,651,332,0,3567,34
11,Tiranë,1795,1737,41.33278100,19.81696400,51,3736,1828,7,21724,113
12,Vlorë,125,120,40.46778700,19.48373700,5,257,127,0,2425,5
