id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,430,421,40.71000700,19.94577900,8,9753,9185,1,27052,138
2,Dibër,60,56,41.59991200,20.26165100,4,3360,3246,0,24841,54
3,Durrës,393,380,41.33054100,19.46326500,12,15007,14313,1,46094,301
4,Elbasan,346,333,41.11456500,20.08415200,11,12268,11629,2,34406,293
5,Fier,684,662,40.72902000,19.56091000,18,18560,17576,4,33509,300
6,Gjirokastër,553,540,40.07869700,20.13633000,13,7045,6412,0,25720,80
7,Korçe,201,195,40.61812600,20.77752800,5,8874,8532,1,32621,141
8,Kukës,49,34,42.07545200,20.42317600,13,4165,4081,2,27301,35
9,Lezhë,168,159,41.78537300,19.64099400,9,8872,8589,0,30110,115
10,Shkodër,489,480,42.06776800,19.51425000,9,13017,12359,0,34203,169
11,Tiranë,3970,3938,41.33278100,19.81696400,27,83616,78379,5,1039169,1267
12,Vlorë,267,262,40.46778700,19.48373700,3,14195,13744,2,30555,184
