id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,459,451,40.71000700,19.94577900,7,7477,6916,1,23152,102
2,Dibër,174,174,41.59991200,20.26165100,0,2852,2628,0,21491,50
3,Durrës,1213,1195,41.33054100,19.46326500,14,11960,10503,4,42244,244
4,Elbasan,664,650,41.11456500,20.08415200,12,9958,9032,2,30506,262
5,Fier,967,955,40.72902000,19.56091000,10,13430,12216,2,29609,247
6,Gjirokastër,269,262,40.07869700,20.13633000,7,5450,5117,0,22430,64
7,Korçe,310,300,40.61812600,20.77752800,10,7347,6917,0,28621,120
8,Kukës,273,270,42.07545200,20.42317600,3,3329,3022,0,23406,34
9,Lezhë,716,706,41.78537300,19.64099400,9,7469,6658,1,26210,95
10,Shkodër,1696,1691,42.06776800,19.51425000,5,10704,8854,0,30307,154
11,Tiranë,4870,4823,41.33278100,19.81696400,40,63229,57340,7,797342,1019
12,Vlorë,917,902,40.46778700,19.48373700,13,11111,10054,2,26651,140
