id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,274,264,40.71000700,19.94577900,9,10006,9590,1,27752,142
2,Dibër,44,44,41.59991200,20.26165100,0,3406,3307,0,25541,55
3,Durrës,364,346,41.33054100,19.46326500,15,15313,14643,3,46794,306
4,Elbasan,244,237,41.11456500,20.08415200,5,12474,11934,2,35106,296
5,Fier,617,597,40.72902000,19.56091000,16,19181,18252,4,34209,312
6,Gjirokastër,556,556,40.07869700,20.13633000,0,7290,6653,0,26420,81
7,Korçe,84,79,40.61812600,20.77752800,5,8988,8758,0,33321,146
8,Kukës,46,33,42.07545200,20.42317600,13,4209,4127,0,28001,36
9,Lezhë,127,116,41.78537300,19.64099400,11,9028,8784,0,30810,117
10,Shkodër,393,383,42.06776800,19.51425000,9,13148,12586,1,34903,169
11,Tiranë,2688,2651,41.33278100,19.81696400,31,85672,81700,6,1062302,1284
12,Vlorë,196,191,40.46778700,19.48373700,4,14500,14118,1,31255,186
