id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,38,36,40.71000700,19.94577900,2,6745,6607,0,21352,100
2,Dibër,1,1,41.59991200,20.26165100,0,2514,2465,0,19491,48
3,Durrës,21,18,41.33054100,19.46326500,3,10297,10042,0,39354,234
4,Elbasan,81,77,41.11456500,20.08415200,4,8834,8501,0,28456,252
5,Fier,37,37,40.72902000,19.56091000,0,11600,11321,0,27339,242
6,Gjirokastër,7,7,40.07869700,20.13633000,0,4893,4822,0,20430,64
7,Korçe,13,13,40.61812600,20.77752800,0,6800,6669,0,26445,118
8,Kukës,21,21,42.07545200,20.42317600,0,2915,2860,0,21306,34
9,Lezhë,34,28,41.78537300,19.64099400,6,6243,6117,0,24310,92
10,Shkodër,88,87,42.06776800,19.51425000,1,7596,7361,0,27867,147
11,Tiranë,242,234,41.33278100,19.81696400,8,55815,54576,0,638430,997
12,Vlorë,59,57,40.46778700,19.48373700,2,9190,9002,0,24351,129
