id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,487,473,40.71000700,19.94577900,14,1040,539,0,4514,14
2,Dibër,133,125,41.59991200,20.26165100,8,388,240,0,3372,15
3,Durrës,1184,1165,41.33054100,19.46326500,19,2839,1585,0,11865,70
4,Elbasan,744,688,41.11456500,20.08415200,54,1837,1031,2,5891,62
5,Fier,1204,1172,40.72902000,19.56091000,30,2329,1078,2,6390,47
6,Gjirokastër,406,393,40.07869700,20.13633000,13,880,463,0,4382,11
7,Korçe,888,851,40.61812600,20.77752800,36,1918,981,1,4735,49
8,Kukës,325,312,42.07545200,20.42317600,13,793,449,0,4674,19
9,Lezhë,660,652,41.78537300,19.64099400,8,1386,693,0,5664,33
10,Shkodër,856,824,42.06776800,19.51425000,32,1751,838,0,8070,57
11,Tiranë,8386,8191,41.33278100,19.81696400,190,15813,7134,5,101040,293
12,Vlorë,769,753,40.46778700,19.48373700,16,1222,438,0,5768,15
